id,codigo,titulo,fecha,ficheros
380,1390,BARÓMETRO DE ENERO 1984,1984-01-01,
374,1383,BARÓMETRO DE DICIEMBRE 1983,1983-12-30,
362,1371,BARÓMETRO DE NOVIEMBRE 1983,1983-11-09,
359,1368,BARÓMETRO DE OCTUBRE 1983,1983-10-01,
352,1361,BARÓMETRO DE JULIO 1983,1983-07-01,
351,1360,BARÓMETRO DE JUNIO 1983,1983-06-01,
342,1350,BARÓMETRO DE MAYO 1983,1983-05-01,
336,1344,BARÓMETRO DE MARZO 1983,1983-03-01,
333,1341,BARÓMETRO DE FEBRERO 1983,1983-02-01,
317,1325,BARÓMETRO DE OCTUBRE 1982,1982-10-01,
315,1323,BARÓMETRO DE SEPTIEMBRE 1982,1982-09-01,
312,1320,BARÓMETRO DE JULIO 1982,1982-07-08,
311,1319,BARÓMETRO DE JUNIO 1982,1982-06-01,
301,1309,BARÓMETRO DE ABRIL 1982,1982-04-01,
296,1303,BARÓMETRO DE MARZO 1982,1982-03-23,
293,1300,BARÓMETRO DE FEBRERO 1982,1982-02-23,
291,1299,BARÓMETRO DE ENERO 1982,1982-01-01,
288,1296,BARÓMETRO DE NOVIEMBRE 1981,1981-11-28,
283,1291,BARÓMETRO DE OCTUBRE 1981,1981-10-01,
277,1285,BARÓMETRO DE SEPTIEMBRE 1981,1981-09-09,
275,1283,BARÓMETRO DE JULIO 1981,1981-07-01,
272,1280,BARÓMETRO DE MAYO 1981,1981-05-01,
271,1279,BARÓMETRO DE ABRIL 1981,1981-04-28,
269,1277,BARÓMETRO DE MARZO 1981,1981-03-01,
266,1274,BARÓMETRO DE FEBRERO 1981,1981-02-01,
256,1264,BARÓMETRO DE ENERO 1981,1981-01-01,
250,1258,BARÓMETRO DE DICIEMBRE 1980,1980-12-01,
248,1256,BARÓMETRO DE NOVIEMBRE 1980,1980-11-01,
242,1250,BARÓMETRO DE OCTUBRE 1980,1980-10-01,
232,1240,BARÓMETRO DE SEPTIEMBRE 1980,1980-09-01,
228,1236,BARÓMETRO DE JUNIO 1980,1980-06-01,
224,1232,BARÓMETRO DE MAYO 1980,1980-05-01,
221,1229,BARÓMETRO DE ABRIL 1980,1980-04-01,
216,1224,BARÓMETRO DE MARZO 1980,1980-03-01,
210,1218,BARÓMETRO DE FEBRERO 1980,1980-02-01,
200,1208,BARÓMETRO DE ENERO 1980,1980-01-01,
197,1205,BARÓMETRO DE DICIEMBRE 1979,1979-12-01,
195,1203,BARÓMETRO DE NOVIEMBRE 1979,1979-11-01,
191,1199,BARÓMETRO DE OCTUBRE 1979,1979-10-01,
188,1196,BARÓMETRO DE SEPTIEMBRE 1979,1979-09-10,
185,1193,BARÓMETRO DE JULIO 1979,1979-07-01,
181,1189,BARÓMETRO DE JUNIO 1979,1979-06-01,
