year,export_column,source_column,original_arrow_type,label,value_labels_json,missing_codes_json,source_files_json
2018,STUBMI,STUBMI,double,Body mass index of student,"{""995.0"": ""Valid Skip"", ""997.0"": ""Not Applicable"", ""998.0"": ""Invalid"", ""999.0"": ""No Response""}","[{""hi"": 999.0, ""lo"": 995.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,SUBNATIO,SUBNATIO,string,Adjudicated sub-region code 7-digit code (3-digit country code + region ID + stratum ID),"{""0080000"": ""Albania"", ""0310000"": ""Baku (Azerbaijan)"", ""0320000"": ""Argentina"", ""0320100"": ""Argentina: Ciudad Autónoma de Buenos"", ""0320200"": ""Argentina: Provincia de Buenos Aires"", ""0320300"": ""Argentina: Tucuman"", ""0320400"": ""Argentina: Cordoba"", ""0360000"": ""Australia"", ""0400000"": ""Austria"", ""0560000"": ""Belgium: Rest of the country"", ""0560100"": ""Belgium: Flemish community"", ""0700000"": ""Bosnia and Herzegovina"", ""0760000"": ""Brazil"", ""0960000"": ""Brunei Darussalam"", ""1000000"": ""Bulgaria"", ""1120000"": ""Belarus"", ""1240000"": ""Canada"", ""1520000"": ""Chile"", ""1580000"": ""Chinese Taipei"", ""1700000"": ""Colombia"", ""1880000"": ""Costa Rica"", ""1910000"": ""Croatia"", ""1960000"": ""Cyprus"", ""2030000"": ""Czech Republic"", ""2080000"": ""Denmark"", ""2140000"": ""Dominican Republic"", ""2330000"": ""Estonia"", ""2460000"": ""Finland"", ""2500000"": ""France"", ""2680000"": ""Georgia"", ""2760000"": ""Germany"", ""3000000"": ""Greece"", ""3440000"": ""Hong Kong (China)"", ""3480000"": ""Hungary"", ""3520000"": ""Iceland"", ""3600000"": ""Indonesia"", ""3720000"": ""Ireland"", ""3760000"": ""Israel"", ""3800000"": ""Italy"", ""3830000"": ""Kosovo"", ""3920000"": ""Japan"", ""3980000"": ""Kazakhstan"", ""4000000"": ""Jordan"", ""4100000"": ""Korea"", ""4220000"": ""Lebanon"", ""4280000"": ""Latvia"", ""4400000"": ""Lithuania"", ""4420000"": ""Luxembourg"", ""4460000"": ""Macao (China)"", ""4580000"": ""Malaysia"", ""4700000"": ""Malta"", ""4840000"": ""Mexico"", ""4980000"": ""Republic of Moldova"", ""4990000"": ""Montenegro"", ""5040000"": ""Morocco"", ""5280000"": ""Netherlands"", ""5540000"": ""New Zealand"", ""5780000"": ""Norway"", ""5910000"": ""Panama"", ""6040000"": ""Peru"", ""6080000"": ""Philippines"", ""6160000"": ""Poland"", ""6200000"": ""Portugal"", ""6340000"": ""Qatar"", ""6420000"": ""Romania"", ""6430000"": ""Russian Federation"", ""6820000"": ""Saudi Arabia"", ""6880000"": ""Serbia"", ""7020000"": ""Singapore"", ""7030000"": ""Slovak Republic"", ""7040000"": ""Viet Nam"", ""7050000"": ""Slovenia"", ""7240000"": ""Spain"", ""7520000"": ""Sweden"", ""7560000"": ""Switzerland"", ""7640000"": ""Thailand"", ""7840000"": ""United Arab Emirates"", ""7920000"": ""Turkey"", ""8040000"": ""Ukraine"", ""8070000"": ""North Macedonia"", ""8260000"": ""Great Britain"", ""8262000"": ""Great Britain: Scotland"", ""8400000"": ""United States"", ""8580000"": ""Uruguay"", ""9750000"": ""B-S-J-Z (China)"", ""9810000"": ""Moscow City (RUS)"", ""9820000"": ""Moscow Region (RUS)"", ""9830000"": ""Tatarstan (RUS)"", ""9999997"": ""Not Applicable"", ""9999998"": ""Invalid"", ""9999999"": ""Missing""}",[],"[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,SWBP,SWBP,double,Subjective well-being: Positive affect (WLE),"{""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,TEACHINT,TEACHINT,double,Perceived teacher's interest (WLE),"{""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,TEACHSUP,TEACHSUP,double,Teacher support in test language lessons (WLE),"{""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,TMINS,TMINS,double,Learning time (minutes per week) - in total,"{""99999995.0"": ""Valid Skip"", ""99999997.0"": ""Not Applicable"", ""99999998.0"": ""Invalid"", ""99999999.0"": ""No Response""}","[{""hi"": 99999999.0, ""lo"": 99999995.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,UNDREM,UNDREM,double,Meta-cognition: understanding and remembering,"{""99995.0"": ""Valid Skip"", ""99997.0"": ""Not Applicable"", ""99998.0"": ""Invalid"", ""99999.0"": ""No Response""}","[{""hi"": 99999.0, ""lo"": 99995.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,UNIT,UNIT,double,REP_BWGT: RANDOMLY ASSIGNED UNIT NUMBER,"{""1.0"": ""final variance unit 1"", ""2.0"": ""final variance unit 2"", ""3.0"": ""final variance unit 3""}",[],"[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,USESCH,USESCH,double,Use of ICT at school in general (WLE),"{""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,VER_DAT,VER_DAT,string,Date of the database creation,{},[],"[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB031Q01NA,WB031Q01NA,double,"This school year, on average, on how many days do you attend physical education classes each week?","{""1.0"": ""0 days"", ""2.0"": ""1 day"", ""3.0"": ""2 days"", ""4.0"": ""3 days"", ""5.0"": ""4 days"", ""6.0"": ""5 days"", ""7.0"": ""6 days"", ""8.0"": ""7 days"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB032Q01NA,WB032Q01NA,double,"Outside of school, during the past 7 days, on how many days did you engage in: Moderate physical activities [...]","{""1.0"": ""0 days"", ""2.0"": ""1 day"", ""3.0"": ""2 days"", ""4.0"": ""3 days"", ""5.0"": ""4 days"", ""6.0"": ""5 days"", ""7.0"": ""6 days"", ""8.0"": ""7 days"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB032Q02NA,WB032Q02NA,double,"Outside of school, during the past 7 days, on how many days did you engage in: Vigorous physical activities [...]","{""1.0"": ""0 days"", ""2.0"": ""1 day"", ""3.0"": ""2 days"", ""4.0"": ""3 days"", ""5.0"": ""4 days"", ""6.0"": ""5 days"", ""7.0"": ""6 days"", ""8.0"": ""7 days"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB150Q01HA,WB150Q01HA,double,How is your health?,"{""1.0"": ""Excellent"", ""2.0"": ""Good"", ""3.0"": ""Fair"", ""4.0"": ""Poor"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB151Q01HA,WB151Q01HA,double,How much do you weigh? (kilograms),"{""99995.0"": ""Valid Skip"", ""99997.0"": ""Not Applicable"", ""99998.0"": ""Invalid"", ""99999.0"": ""No Response""}","[{""hi"": 99999.0, ""lo"": 99995.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB152Q01HA,WB152Q01HA,double,How tall are you? (centimeters),"{""99995.0"": ""Valid Skip"", ""99997.0"": ""Not Applicable"", ""99998.0"": ""Invalid"", ""99999.0"": ""No Response""}","[{""hi"": 99999.0, ""lo"": 99995.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB153Q01HA,WB153Q01HA,double,Agree: I like my look just the way it is.,"{""1.0"": ""Strongly disagree"", ""2.0"": ""Disagree"", ""3.0"": ""Agree"", ""4.0"": ""Strongly agree"", ""5.0"": ""I don't have an opinion"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB153Q02HA,WB153Q02HA,double,Agree: I consider myself to be attractive.,"{""1.0"": ""Strongly disagree"", ""2.0"": ""Disagree"", ""3.0"": ""Agree"", ""4.0"": ""Strongly agree"", ""5.0"": ""I don't have an opinion"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB153Q03HA,WB153Q03HA,double,Agree: I am not concerned about my weight.,"{""1.0"": ""Strongly disagree"", ""2.0"": ""Disagree"", ""3.0"": ""Agree"", ""4.0"": ""Strongly agree"", ""5.0"": ""I don't have an opinion"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB153Q04HA,WB153Q04HA,double,Agree: I like my body.,"{""1.0"": ""Strongly disagree"", ""2.0"": ""Disagree"", ""3.0"": ""Agree"", ""4.0"": ""Strongly agree"", ""5.0"": ""I don't have an opinion"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB153Q05HA,WB153Q05HA,double,Agree: I like the way my clothes fit me.,"{""1.0"": ""Strongly disagree"", ""2.0"": ""Disagree"", ""3.0"": ""Agree"", ""4.0"": ""Strongly agree"", ""5.0"": ""I don't have an opinion"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB154Q01HA,WB154Q01HA,double,"In the past six months, how often have you had the following? Headache","{""1.0"": ""Rarely or never"", ""2.0"": ""About every month"", ""3.0"": ""About every week"", ""4.0"": ""More than once a week"", ""5.0"": ""About every day"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB154Q02HA,WB154Q02HA,double,"In the past six months, how often have you had the following? Stomach pain","{""1.0"": ""Rarely or never"", ""2.0"": ""About every month"", ""3.0"": ""About every week"", ""4.0"": ""More than once a week"", ""5.0"": ""About every day"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB154Q03HA,WB154Q03HA,double,"In the past six months, how often have you had the following? Back pain","{""1.0"": ""Rarely or never"", ""2.0"": ""About every month"", ""3.0"": ""About every week"", ""4.0"": ""More than once a week"", ""5.0"": ""About every day"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB154Q04HA,WB154Q04HA,double,"In the past six months, how often have you had the following? Feeling depressed","{""1.0"": ""Rarely or never"", ""2.0"": ""About every month"", ""3.0"": ""About every week"", ""4.0"": ""More than once a week"", ""5.0"": ""About every day"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB154Q05HA,WB154Q05HA,double,"In the past six months, how often have you had the following? Irritability or bad temper","{""1.0"": ""Rarely or never"", ""2.0"": ""About every month"", ""3.0"": ""About every week"", ""4.0"": ""More than once a week"", ""5.0"": ""About every day"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB154Q06HA,WB154Q06HA,double,"In the past six months, how often have you had the following? Feeling nervous","{""1.0"": ""Rarely or never"", ""2.0"": ""About every month"", ""3.0"": ""About every week"", ""4.0"": ""More than once a week"", ""5.0"": ""About every day"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB154Q07HA,WB154Q07HA,double,"In the past six months, how often have you had the following? Difficulties in getting to sleep","{""1.0"": ""Rarely or never"", ""2.0"": ""About every month"", ""3.0"": ""About every week"", ""4.0"": ""More than once a week"", ""5.0"": ""About every day"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB154Q08HA,WB154Q08HA,double,"In the past six months, how often have you had the following? Feeling dizzy","{""1.0"": ""Rarely or never"", ""2.0"": ""About every month"", ""3.0"": ""About every week"", ""4.0"": ""More than once a week"", ""5.0"": ""About every day"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB154Q09HA,WB154Q09HA,double,"In the past six months, how often have you had the following? Feeling anxious","{""1.0"": ""Rarely or never"", ""2.0"": ""About every month"", ""3.0"": ""About every week"", ""4.0"": ""More than once a week"", ""5.0"": ""About every day"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q01HA,WB155Q01HA,double,How satisfied are you with each of the following? Your health,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q02HA,WB155Q02HA,double,How satisfied are you with each of the following? The way that you look,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q03HA,WB155Q03HA,double,How satisfied are you with each of the following? What you learn at school,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q04HA,WB155Q04HA,double,How satisfied are you with each of the following? The friends you have,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q05HA,WB155Q05HA,double,How satisfied are you with each of the following? The neighbourhood you live in,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q06HA,WB155Q06HA,double,How satisfied are you with each of the following? All the things you have,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q07HA,WB155Q07HA,double,How satisfied are you with each of the following? How you use your time,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q08HA,WB155Q08HA,double,How satisfied are you with each of the following? Your relationship with your parents/guardians,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q09HA,WB155Q09HA,double,How satisfied are you with each of the following? Your relationship with your teachers,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB155Q10HA,WB155Q10HA,double,How satisfied are you with each of the following? Your life at school,"{""1.0"": ""Not at all satisfied"", ""2.0"": ""Not satisfied"", ""3.0"": ""Satisfied"", ""4.0"": ""Totally satisfied"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB156Q01HA,WB156Q01HA,double,"At present, how many close friends do you have?","{""99995.0"": ""Valid Skip"", ""99997.0"": ""Not Applicable"", ""99998.0"": ""Invalid"", ""99999.0"": ""No Response""}","[{""hi"": 99999.0, ""lo"": 99995.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB158Q01HA,WB158Q01HA,double,How many days a week do you usually spend time with your friends right after school?,"{""1.0"": ""0 days"", ""2.0"": ""1 day"", ""3.0"": ""2 days"", ""4.0"": ""3 days"", ""5.0"": ""4 days"", ""6.0"": ""5 days"", ""7.0"": ""6 days"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB160Q01HA,WB160Q01HA,double,"How often do you talk to your friends on the phone, send them text messages or have contact through social media?","{""1.0"": ""Rarely or never"", ""2.0"": ""Every day"", ""3.0"": ""Several times a day"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB161Q01HA,WB161Q01HA,double,Are your friends well accepted by your parents or guardians?,"{""1.0"": ""No"", ""2.0"": ""Yes, but only some of them"", ""3.0"": ""Yes, all of them"", ""4.0"": ""My parents don't know my friends"", ""5.0"": ""Valid Skip"", ""7.0"": ""Not Applicable"", ""8.0"": ""Invalid"", ""9.0"": ""No Response""}","[{""hi"": 9.0, ""lo"": 5.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB162Q01HA,WB162Q01HA,double,How easy is it for you to talk to the following people about things that really bother you? Your father,"{""1.0"": ""Very difficult"", ""2.0"": ""Difficult"", ""3.0"": ""Easy"", ""4.0"": ""Very easy"", ""5.0"": ""I don't have or see this person"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB162Q02HA,WB162Q02HA,double,How easy is it for you to talk to the following people about things that really bother you? Your mother's partner,"{""1.0"": ""Very difficult"", ""2.0"": ""Difficult"", ""3.0"": ""Easy"", ""4.0"": ""Very easy"", ""5.0"": ""I don't have or see this person"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB162Q03HA,WB162Q03HA,double,How easy is it for you to talk to the following people about things that really bother you? Your mother,"{""1.0"": ""Very difficult"", ""2.0"": ""Difficult"", ""3.0"": ""Easy"", ""4.0"": ""Very easy"", ""5.0"": ""I don't have or see this person"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB162Q04HA,WB162Q04HA,double,How easy is it for you to talk to the following people about things that really bother you? Your father's partner,"{""1.0"": ""Very difficult"", ""2.0"": ""Difficult"", ""3.0"": ""Easy"", ""4.0"": ""Very easy"", ""5.0"": ""I don't have or see this person"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB162Q05HA,WB162Q05HA,double,How easy is it for you to talk to the following people about things that really bother you? Your brother(s),"{""1.0"": ""Very difficult"", ""2.0"": ""Difficult"", ""3.0"": ""Easy"", ""4.0"": ""Very easy"", ""5.0"": ""I don't have or see this person"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB162Q06HA,WB162Q06HA,double,How easy is it for you to talk to the following people about things that really bother you? Your sister(s),"{""1.0"": ""Very difficult"", ""2.0"": ""Difficult"", ""3.0"": ""Easy"", ""4.0"": ""Very easy"", ""5.0"": ""I don't have or see this person"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB162Q07HA,WB162Q07HA,double,How easy is it for you to talk to the following people about things that really bother you? Your close friend(s),"{""1.0"": ""Very difficult"", ""2.0"": ""Difficult"", ""3.0"": ""Easy"", ""4.0"": ""Very easy"", ""5.0"": ""I don't have or see this person"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
2018,WB162Q08HA,WB162Q08HA,double,How easy is it for you to talk to the following people about things that really bother you? Your teachers,"{""1.0"": ""Very difficult"", ""2.0"": ""Difficult"", ""3.0"": ""Easy"", ""4.0"": ""Very easy"", ""5.0"": ""I don't have or see this person"", ""95.0"": ""Valid Skip"", ""97.0"": ""Not Applicable"", ""98.0"": ""Invalid"", ""99.0"": ""No Response""}","[{""hi"": 99.0, ""lo"": 95.0}]","[""data/Global/pisa/historical_raw/2018/student_questionnaire/CY07_MSU_STU_QQQ.sav""]"
