year,export_column,source_column,original_arrow_type,label,value_labels_json,missing_codes_json,source_files_json
2000,ST25Q01,ST25Q01,int64,School program - Q25,"{""0"": ""<ISCED 1>"", ""1"": ""<ISCED 2A>"", ""2"": ""<ISCED 2B>"", ""3"": ""<ISCED 2C>"", ""4"": ""<ISCED 3A>"", ""5"": ""<ISCED 3B>"", ""6"": ""<ISCED 3C>""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q01,ST26Q01,int64,Teachers wait long time - Q26a,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q02,ST26Q02,int64,Teachers want stud to work - Q26b,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q03,ST26Q03,int64,Teachers tell stud do better - Q26c,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q04,ST26Q04,int64,Teachers don't like  - Q26d,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q05,ST26Q05,int64,Teachers show interest - Q26e,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q06,ST26Q06,int64,Teachers give opportunity - Q26f,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q07,ST26Q07,int64,Teachers help with work - Q26g,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q08,ST26Q08,int64,Teachers cont teaching - Q26h,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q09,ST26Q09,int64,Teachers do a lot to help- Q26i,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q10,ST26Q10,int64,Teachers help with learning - Q26j,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q11,ST26Q11,int64,Teachers check homework - Q26k,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q12,ST26Q12,int64,Students cannot work well - Q26l,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q13,ST26Q13,int64,Students don't listen - Q26m,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q14,ST26Q14,int64,Students don't start - Q26n,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q15,ST26Q15,int64,Students learn a lot - Q26o,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q16,ST26Q16,int64,Noise & disorder - Q26p,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST26Q17,ST26Q17,int64,Doing nothing - Q26q,"{""1"": ""Never"", ""2"": ""Some lessons"", ""3"": ""Most lessons"", ""4"": ""Every lesson""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST27Q01,ST27Q01,int64,Number in < test language> - Q27a,{},"[""97"", ""98"", ""99""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST27Q02,ST27Q02,int64,Usual in <test lang> - Q27aa,"{""1"": ""Yes"", ""2"": ""No""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST27Q03,ST27Q03,int64,Number in Mathematics - Q27b,{},"[""97"", ""98"", ""99""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST27Q04,ST27Q04,int64,Usual in Mathematics - Q27bb,"{""1"": ""Yes"", ""2"": ""No""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST27Q05,ST27Q05,int64,Number in Science - Q27c,{},"[""97"", ""98"", ""99""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST27Q06,ST27Q06,int64,Usual in Science - Q27cc,"{""1"": ""Yes"", ""2"": ""No""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST28Q01,ST28Q01,int64,In < test language> - Q28a,{},"[""97"", ""98"", ""99""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST28Q02,ST28Q02,int64,In Mathematics - Q28b,{},"[""97"", ""98"", ""99""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST28Q03,ST28Q03,int64,In Science - Q28c,{},"[""97"", ""98"", ""99""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST29Q01,ST29Q01,int64,Miss school - Q29a,"{""1"": ""None"", ""2"": ""1 or 2"", ""3"": ""3 or 4"", ""4"": ""5 or more""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST29Q02,ST29Q02,int64,<Skip> classes - Q29b,"{""1"": ""None"", ""2"": ""1 or 2"", ""3"": ""3 or 4"", ""4"": ""5 or more""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST29Q03,ST29Q03,int64,Late for school - Q29c,"{""1"": ""None"", ""2"": ""1 or 2"", ""3"": ""3 or 4"", ""4"": ""5 or more""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST30Q01,ST30Q01,int64,Well with students - Q30a,"{""1"": ""Strongly disagree"", ""2"": ""Disagree"", ""3"": ""Agree"", ""4"": ""Strongly agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST30Q02,ST30Q02,int64,Interested in students - Q30b,"{""1"": ""Strongly disagree"", ""2"": ""Disagree"", ""3"": ""Agree"", ""4"": ""Strongly agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST30Q03,ST30Q03,int64,Listen to me - Q30c,"{""1"": ""Strongly disagree"", ""2"": ""Disagree"", ""3"": ""Agree"", ""4"": ""Strongly agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST30Q04,ST30Q04,int64,Give extra help - Q30d,"{""1"": ""Strongly disagree"", ""2"": ""Disagree"", ""3"": ""Agree"", ""4"": ""Strongly agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST30Q05,ST30Q05,int64,Treat me fairly - Q30e,"{""1"": ""Strongly disagree"", ""2"": ""Disagree"", ""3"": ""Agree"", ""4"": ""Strongly agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST31Q01,ST31Q01,int64,Feel an outsider - Q31a,"{""1"": ""Strongly disagree"", ""2"": ""Disagree"", ""3"": ""Agree"", ""4"": ""Strongly agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST31Q02,ST31Q02,int64,Make friends - Q31b,"{""1"": ""Strongly disagree"", ""2"": ""Disagree"", ""3"": ""Agree"", ""4"": ""Strongly agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,ST31Q03,ST31Q03,int64,Feel I belong - Q31c,"{""1"": ""Strongly disagree"", ""2"": ""Disagree"", ""3"": ""Agree"", ""4"": ""Strongly agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
